qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp30798_c0_seq1	sp|Q7LHG5|YI31B_YEAST	41.89	74	43	0	283	62	1278	1351	2e-10	61.2	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp31123_c0_seq1	sp|O97972|INMT_RABIT	36.36	66	42	0	12	209	129	194	6e-07	48.9	N/A	Indolethylamine N-methyltransferase OS=Oryctolagus cuniculus GN=INMT PE=1 SV=1	N/A
comp31330_c0_seq1	sp|P00403|COX2_HUMAN	93.65	63	4	0	190	2	55	117	3e-20	85.1	N/A	Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1	N/A
comp31352_c0_seq1	sp|P84335|TPM1_LIZAU	97.37	76	2	0	1	228	50	125	1e-27	 107	N/A	Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1	N/A
comp31352_c0_seq2	sp|P84335|TPM1_LIZAU	100.00	56	0	0	1	168	50	105	8e-28	 107	N/A	Tropomyosin alpha-1 chain OS=Liza aurata PE=1 SV=1	N/A
comp31712_c0_seq1	sp|O95932|TGM3L_HUMAN	40.35	57	34	0	6	176	550	606	6e-06	46.6	N/A	Protein-glutamine gamma-glutamyltransferase 6 OS=Homo sapiens GN=TGM6 PE=1 SV=3	N/A
comp31893_c0_seq1	sp|Q91896|1433Z_XENLA	94.29	70	4	0	1	210	6	75	3e-39	 135	N/A	14-3-3 protein zeta OS=Xenopus laevis GN=ywhaz PE=2 SV=2	N/A
comp32006_c0_seq1	sp|Q5R8F7|PABP1_PONAB	100.00	54	0	0	3	164	338	391	2e-29	 113	N/A	Polyadenylate-binding protein 1 OS=Pongo abelii GN=PABPC1 PE=2 SV=1	N/A
comp32195_c0_seq1	sp|Q02878|RL6_HUMAN	80.00	105	21	0	42	356	43	147	4e-39	 138	N/A	60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	N/A
comp32854_c0_seq1	sp|P18709|VITA2_XENLA	56.98	86	37	0	21	278	1011	1096	4e-20	90.5	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp32871_c0_seq1	sp|Q90734|ACTN4_CHICK	79.01	81	17	0	1	243	531	611	9e-39	 141	N/A	Alpha-actinin-4 OS=Gallus gallus GN=ACTN4 PE=1 SV=1	N/A
comp33448_c0_seq1	sp|Q86TG7|PEG10_HUMAN	40.62	64	37	1	189	1	524	587	5e-08	53.9	N/A	Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2	N/A
comp34282_c0_seq1	sp|Q86TG7|PEG10_HUMAN	45.59	68	36	1	1	204	376	442	1e-10	60.5	N/A	Retrotransposon-derived protein PEG10 OS=Homo sapiens GN=PEG10 PE=1 SV=2	N/A
comp34672_c0_seq1	sp|Q62736|CALD1_RAT	74.03	77	18	2	3	227	360	436	7e-28	 108	N/A	Non-muscle caldesmon OS=Rattus norvegicus GN=Cald1 PE=1 SV=1	N/A
comp34789_c0_seq1	sp|P92669|NU5M_MACRO	56.94	72	31	0	2	217	178	249	5e-16	75.9	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Macropus robustus GN=MT-ND5 PE=3 SV=1	N/A
comp34936_c0_seq1	sp|P21329|RTJK_DROFU	31.17	77	53	0	237	7	15	91	4e-09	56.6	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila funebris GN=jockey\pol PE=1 SV=1	N/A
comp35191_c0_seq1	sp|P07798|FRI2_LITCT	68.18	66	21	0	15	212	98	163	3e-26	99.8	N/A	Ferritin, middle subunit OS=Lithobates catesbeiana PE=1 SV=3	N/A
comp35200_c0_seq1	sp|Q5FW29|CHMP5_XENTR	92.94	85	6	0	1	255	121	205	9e-19	81.3	N/A	Charged multivesicular body protein 5 OS=Xenopus tropicalis GN=chmp5 PE=2 SV=1	N/A
comp35312_c0_seq1	sp|Q9UBX7|KLK11_HUMAN	69.09	55	17	0	1	165	227	281	8e-22	89.7	N/A	Kallikrein-11 OS=Homo sapiens GN=KLK11 PE=1 SV=2	N/A
comp35447_c0_seq1	sp|P0CT40|TF29_SCHPO	50.96	104	51	0	2	313	500	603	4e-26	 107	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp35848_c0_seq1	sp|P10587|MYH11_CHICK	83.96	106	17	0	3	320	826	931	5e-37	 139	N/A	Myosin-11 OS=Gallus gallus GN=MYH11 PE=1 SV=4	N/A
comp36665_c0_seq1	sp|A7MB16|EIF3B_BOVIN	92.13	89	7	0	1	267	670	758	1e-39	 144	N/A	Eukaryotic translation initiation factor 3 subunit B OS=Bos taurus GN=EIF3B PE=2 SV=1	N/A
comp36868_c0_seq1	sp|Q91X79|CELA1_MOUSE	62.30	61	18	2	41	220	13	69	2e-15	71.6	N/A	Chymotrypsin-like elastase family member 1 OS=Mus musculus GN=Cela1 PE=2 SV=1	N/A
comp36979_c0_seq1	sp|O03726|NU4M_GLOBL	47.14	70	37	0	221	12	55	124	4e-16	73.9	N/A	NADH-ubiquinone oxidoreductase chain 4 (Fragment) OS=Gloydius blomhoffii GN=MT-ND4 PE=3 SV=1	N/A
comp37055_c0_seq1	sp|P08479|IPSG_VULVU	56.25	48	20	1	51	191	68	115	1e-10	57.4	N/A	Double-headed protease inhibitor, submandibular gland OS=Vulpes vulpes PE=1 SV=1	N/A
comp37055_c0_seq2	sp|P08479|IPSG_VULVU	56.25	48	20	1	51	191	68	115	1e-10	57.4	N/A	Double-headed protease inhibitor, submandibular gland OS=Vulpes vulpes PE=1 SV=1	N/A
comp37228_c0_seq1	sp|Q8I7P9|POL5_DROME	40.62	64	38	0	200	9	324	387	9e-15	72.4	N/A	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp37856_c0_seq1	sp|Q9NPI5|NRK2_HUMAN	57.14	98	32	2	3	293	19	107	5e-35	 125	N/A	Nicotinamide riboside kinase 2 OS=Homo sapiens GN=NMRK2 PE=1 SV=1	N/A
comp38235_c0_seq1	sp|P92669|NU5M_MACRO	51.32	76	37	0	71	298	37	112	3e-13	68.9	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Macropus robustus GN=MT-ND5 PE=3 SV=1	N/A
comp38488_c0_seq1	sp|P26642|EF1GA_XENLA	90.41	73	7	0	2	220	48	120	5e-41	 144	N/A	Elongation factor 1-gamma-A OS=Xenopus laevis GN=eef1g-a PE=1 SV=1	N/A
comp38643_c0_seq1	sp|Q5RCE2|STT3A_PONAB	98.86	88	1	0	2	265	618	705	3e-58	 195	N/A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Pongo abelii GN=STT3A PE=2 SV=1	N/A
comp38779_c0_seq1	sp|P08548|LIN1_NYCCO	30.21	96	67	0	59	346	1068	1163	5e-11	63.5	N/A	LINE-1 reverse transcriptase homolog OS=Nycticebus coucang PE=1 SV=1	N/A
comp39004_c0_seq1	sp|Q8I7P9|POL5_DROME	45.19	104	57	0	30	341	243	346	5e-24	 101	N/A	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=4 SV=1	N/A
comp39437_c0_seq1	sp|P58252|EF2_MOUSE	88.39	112	13	0	3	338	217	328	3e-64	 213	N/A	Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2	N/A
comp39547_c0_seq1	sp|Q61838|A2M_MOUSE	47.44	78	28	2	23	256	715	779	2e-11	63.5	N/A	Alpha-2-macroglobulin OS=Mus musculus GN=A2m PE=1 SV=3	N/A
comp39566_c0_seq1	sp|P51465|HBAB_LITCT	73.56	87	23	0	3	263	56	142	7e-28	 104	N/A	Hemoglobin subunit alpha-B OS=Lithobates catesbeiana PE=1 SV=2	N/A
comp39578_c0_seq1	sp|P27950|NDK_GINCI	86.84	38	5	0	3	116	114	151	7e-16	72.0	N/A	Nucleoside diphosphate kinase (Fragment) OS=Ginglymostoma cirratum PE=3 SV=1	N/A
comp39578_c0_seq2	sp|Q50KA8|NDKB_CANFA	76.00	25	6	0	22	96	128	152	5e-07	47.0	N/A	Nucleoside diphosphate kinase B OS=Canis familiaris GN=NME2 PE=2 SV=1	N/A
comp40028_c0_seq1	sp|P05631|ATPG_BOVIN	87.65	81	10	0	1	243	212	292	2e-43	 148	N/A	ATP synthase subunit gamma, mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3	N/A
comp40038_c0_seq1	sp|P45883|ACBP_PELRI	91.67	24	2	0	59	130	65	88	1e-06	47.0	N/A	Acyl-CoA-binding protein homolog OS=Pelophylax ridibundus PE=1 SV=2	N/A
comp40276_c0_seq1	sp|O00370|LORF2_HUMAN	40.00	50	30	0	3	152	779	828	4e-06	47.4	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp40347_c0_seq1	sp|Q9I925|FUCL7_ANGJA	43.94	66	29	3	59	235	35	99	1e-09	55.1	N/A	Fucolectin-7 OS=Anguilla japonica PE=2 SV=1	N/A
comp40419_c0_seq1	sp|P01027|CO3_MOUSE	50.62	81	39	1	1	243	691	770	4e-15	74.3	N/A	Complement C3 OS=Mus musculus GN=C3 PE=1 SV=3	N/A
comp40881_c0_seq1	sp|P83732|RL24_RAT	97.94	97	2	0	10	300	1	97	2e-65	 201	N/A	60S ribosomal protein L24 OS=Rattus norvegicus GN=Rpl24 PE=2 SV=1	N/A
comp40887_c0_seq1	sp|P46791|RS2_CRIGR	97.96	98	2	0	1	294	64	161	2e-63	 197	N/A	40S ribosomal protein S2 (Fragment) OS=Cricetulus griseus GN=RPS2 PE=2 SV=1	N/A
comp41060_c0_seq1	sp|P15943|APLP2_RAT	76.83	82	19	0	3	248	315	396	2e-43	 153	N/A	Amyloid-like protein 2 OS=Rattus norvegicus GN=Aplp2 PE=2 SV=2	N/A
comp41130_c0_seq1	sp|Q5R4N8|A2MG_PONAB	48.48	66	34	0	6	203	1271	1336	7e-14	70.1	N/A	Alpha-2-macroglobulin OS=Pongo abelii GN=A2M PE=2 SV=1	N/A
comp41316_c0_seq1	sp|O95471|CLD7_HUMAN	67.12	73	24	0	2	220	115	187	4e-15	70.5	N/A	Claudin-7 OS=Homo sapiens GN=CLDN7 PE=1 SV=4	N/A
comp41752_c0_seq1	sp|O42350|CO1A2_LITCT	85.11	94	14	0	49	330	104	197	9e-25	 103	N/A	Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1	N/A
comp41842_c0_seq1	sp|Q9EQZ1|T22D3_RAT	86.96	46	6	0	1	138	68	113	7e-19	79.7	N/A	TSC22 domain family protein 3 OS=Rattus norvegicus GN=Tsc22d3 PE=2 SV=1	N/A
comp41865_c0_seq1	sp|O02414|DYL1_HELCR	89.71	68	7	0	2	205	4	71	3e-39	 130	N/A	Dynein light chain LC6, flagellar outer arm OS=Heliocidaris crassispina PE=3 SV=1	N/A
comp41896_c0_seq1	sp|Q70PU1|PGSC2_DROSI	64.38	73	26	0	1	219	52	124	8e-28	 104	N/A	Peptidoglycan-recognition protein SC2 OS=Drosophila simulans GN=PGRP-SC2 PE=3 SV=1	N/A
comp41915_c0_seq1	sp|P34058|HS90B_RAT	100.00	77	0	0	3	233	340	416	1e-45	 159	N/A	Heat shock protein HSP 90-beta OS=Rattus norvegicus GN=Hsp90ab1 PE=1 SV=4	N/A
comp41915_c0_seq2	sp|Q4R4P1|HS90A_MACFA	89.13	46	5	0	181	318	380	425	7e-33	85.5	N/A	Heat shock protein HSP 90-alpha OS=Macaca fascicularis GN=HSP90AA1 PE=2 SV=3	N/A
comp41915_c0_seq2	sp|Q4R4P1|HS90A_MACFA	88.89	36	4	0	3	110	349	384	7e-33	74.7	N/A	Heat shock protein HSP 90-alpha OS=Macaca fascicularis GN=HSP90AA1 PE=2 SV=3	N/A
comp41948_c0_seq1	sp|Q09666|AHNK_HUMAN	56.82	44	19	0	58	189	5648	5691	2e-08	54.7	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp42139_c0_seq1	sp|P05164|PERM_HUMAN	55.88	68	30	0	42	245	326	393	2e-16	77.8	N/A	Myeloperoxidase OS=Homo sapiens GN=MPO PE=1 SV=1	N/A
comp42215_c0_seq1	sp|P62279|RS13_PIG	86.89	61	8	0	10	192	1	61	4e-31	 110	N/A	40S ribosomal protein S13 (Fragment) OS=Sus scrofa GN=RPS13 PE=3 SV=2	N/A
comp42404_c0_seq1	sp|Q6GPQ6|EDF1_XENLA	85.42	48	7	0	3	146	98	145	6e-22	88.6	N/A	Endothelial differentiation-related factor 1 homolog OS=Xenopus laevis GN=edf1 PE=2 SV=1	N/A
comp42404_c0_seq2	sp|Q6GPQ6|EDF1_XENLA	82.14	28	5	0	42	125	118	145	2e-08	51.6	N/A	Endothelial differentiation-related factor 1 homolog OS=Xenopus laevis GN=edf1 PE=2 SV=1	N/A
comp42479_c0_seq1	sp|Q7T3Q2|CRIM1_DANRE	29.70	101	64	3	5	289	142	241	6e-07	50.8	N/A	Cysteine-rich motor neuron 1 protein OS=Danio rerio GN=crim1 PE=2 SV=1	N/A
comp42479_c0_seq1	sp|Q7T3Q2|CRIM1_DANRE	36.84	76	46	2	68	292	249	323	8e-06	47.4	N/A	Cysteine-rich motor neuron 1 protein OS=Danio rerio GN=crim1 PE=2 SV=1	N/A
comp42533_c0_seq1	sp|P06769|NIFD_RHICP	85.45	55	8	0	220	56	438	492	6e-28	 108	N/A	Nitrogenase molybdenum-iron protein alpha chain OS=Rhizobium sp. cowpea (strain IRc78) GN=nifD PE=3 SV=1	N/A
comp42822_c0_seq1	sp|P34860|CYB_AMBTI	73.49	83	22	0	1	249	1	83	2e-36	 124	N/A	Cytochrome b (Fragment) OS=Ambystoma tigrinum GN=mt-cyb PE=3 SV=2	N/A
comp42866_c0_seq1	sp|Q7LHG5|YI31B_YEAST	51.56	64	30	1	218	30	659	722	3e-15	74.3	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp42938_c0_seq1	sp|Q66KU2|SC61G_XENLA	100.00	68	0	0	1	204	1	68	9e-29	 103	N/A	Protein transport protein Sec61 subunit gamma OS=Xenopus laevis GN=sec61g PE=3 SV=1	N/A
comp43200_c0_seq1	sp|Q000K2|ADT2_TACAC	93.06	72	5	0	2	217	53	124	3e-41	 142	N/A	ADP/ATP translocase 2 OS=Tachyglossus aculeatus aculeatus GN=SLC25A5 PE=2 SV=1	N/A
comp43218_c0_seq1	sp|Q4R7H5|EF1G_MACFA	83.82	68	11	0	16	219	292	359	3e-34	 125	N/A	Elongation factor 1-gamma OS=Macaca fascicularis GN=EEF1G PE=2 SV=1	N/A
comp43218_c0_seq2	sp|P26642|EF1GA_XENLA	94.00	100	6	0	16	315	291	390	2e-63	 204	N/A	Elongation factor 1-gamma-A OS=Xenopus laevis GN=eef1g-a PE=1 SV=1	N/A
comp43275_c0_seq1	sp|Q8N2A0|CX062_HUMAN	61.19	67	26	0	213	13	81	147	7e-12	61.2	N/A	Putative uncharacterized protein encoded by LINC00269 OS=Homo sapiens GN=LINC00269 PE=5 SV=1	N/A
comp43354_c0_seq1	sp|P27659|RL3_MOUSE	97.30	74	2	0	7	228	1	74	1e-43	 150	N/A	60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3	N/A
comp44016_c0_seq1	sp|O54905|B3GT2_MOUSE	56.16	73	32	0	3	221	248	320	7e-22	91.3	N/A	Beta-1,3-galactosyltransferase 2 OS=Mus musculus GN=B3galt2 PE=2 SV=2	N/A
comp44019_c0_seq1	sp|P10394|POL4_DROME	28.57	126	89	1	400	26	893	1018	8e-13	69.7	N/A	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=4 SV=1	N/A
comp44134_c0_seq1	sp|P14448|FIBA_CHICK	81.33	75	14	0	300	524	506	580	8e-35	 134	N/A	Fibrinogen alpha chain OS=Gallus gallus GN=FGA PE=1 SV=4	N/A
comp44311_c0_seq1	sp|Q6P8G1|ILF2_XENTR	100.00	24	0	0	101	172	20	43	1e-10	59.3	N/A	Interleukin enhancer-binding factor 2 homolog OS=Xenopus tropicalis GN=ilf2 PE=2 SV=1	N/A
comp44311_c0_seq2	sp|Q6P8G1|ILF2_XENTR	89.36	47	5	0	101	241	20	66	6e-23	94.0	N/A	Interleukin enhancer-binding factor 2 homolog OS=Xenopus tropicalis GN=ilf2 PE=2 SV=1	N/A
comp44363_c0_seq1	sp|P62155|CALM_XENLA	100.00	114	0	0	2	343	27	140	1e-76	 231	N/A	Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2	N/A
comp44363_c0_seq1	sp|P62155|CALM_XENLA	45.45	66	33	1	152	340	1	66	1e-09	56.6	N/A	Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2	N/A
comp44363_c0_seq2	sp|P62155|CALM_XENLA	100.00	123	0	0	2	370	27	149	6e-84	 249	N/A	Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2	N/A
comp44363_c0_seq2	sp|P62155|CALM_XENLA	46.34	82	40	2	152	385	1	82	6e-13	65.9	N/A	Calmodulin OS=Xenopus laevis GN=calm1 PE=1 SV=2	N/A
comp44738_c0_seq1	sp|P60897|DSS1_MOUSE	87.50	48	6	0	130	273	23	70	7e-11	58.5	N/A	26S proteasome complex subunit DSS1 OS=Mus musculus GN=Shfm1 PE=3 SV=1	N/A
comp44751_c0_seq1	sp|Q00222|XP1_XENLA	58.21	67	28	0	3	203	11	77	3e-21	84.7	N/A	Putative gastrointestinal growth factor xP1 OS=Xenopus laevis GN=p1 PE=2 SV=1	N/A
comp44810_c0_seq1	sp|Q7LHG5|YI31B_YEAST	47.62	105	53	1	325	11	695	797	1e-23	 100	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp44856_c0_seq1	sp|Q5R8M9|RS19_PONAB	97.53	81	2	0	17	259	1	81	1e-52	 167	N/A	40S ribosomal protein S19 OS=Pongo abelii GN=RPS19 PE=2 SV=3	N/A
comp44872_c0_seq1	sp|Q9UBG3|CRNN_HUMAN	40.00	65	38	1	53	244	37	101	1e-07	52.8	N/A	Cornulin OS=Homo sapiens GN=CRNN PE=1 SV=1	N/A
comp44943_c0_seq1	sp|P49907|SEPP1_BOVIN	59.74	77	29	1	5	229	111	187	6e-27	 106	N/A	Selenoprotein P OS=Bos taurus GN=SEPP1 PE=2 SV=2	N/A
comp44981_c1_seq1	sp|Q04791|SASB_ANAPL	60.94	64	25	0	7	198	484	547	2e-21	90.9	N/A	Fatty acyl-CoA hydrolase precursor, medium chain OS=Anas platyrhynchos PE=1 SV=1	N/A
comp45048_c0_seq1	sp|P07882|CEL_RAT	67.65	68	22	0	7	210	60	127	3e-27	 107	N/A	Bile salt-activated lipase OS=Rattus norvegicus GN=Cel PE=1 SV=2	N/A
comp45052_c0_seq1	sp|P00732|CBPB1_BOVIN	75.00	56	14	0	1	168	360	415	4e-24	99.0	N/A	Carboxypeptidase B OS=Bos taurus GN=CPB1 PE=1 SV=2	N/A
comp45095_c1_seq1	sp|Q0IIW3|SODC_XENTR	75.00	132	32	1	1	393	4	135	8e-64	 197	N/A	Superoxide dismutase [Cu-Zn] OS=Xenopus tropicalis GN=sod1 PE=2 SV=1	N/A
comp45112_c0_seq1	sp|Q5ZJ23|ASSY_CHICK	78.43	51	11	0	23	175	362	412	8e-21	88.2	N/A	Argininosuccinate synthase OS=Gallus gallus GN=ASS1 PE=2 SV=1	N/A
comp45163_c0_seq1	sp|P34846|NU1M_ANOGA	62.34	77	29	0	233	3	223	299	5e-25	99.4	N/A	NADH-ubiquinone oxidoreductase chain 1 OS=Anopheles gambiae GN=mt:ND1 PE=3 SV=1	N/A
comp45182_c0_seq1	sp|P02467|CO1A2_CHICK	87.69	65	8	0	27	221	1205	1269	2e-35	 132	N/A	Collagen alpha-2(I) chain (Fragments) OS=Gallus gallus GN=COL1A2 PE=1 SV=2	N/A
comp45182_c0_seq2	sp|O42350|CO1A2_LITCT	86.84	152	20	0	17	472	1111	1262	1e-90	 291	N/A	Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1	N/A
comp45204_c0_seq1	sp|Q9BYZ8|REG4_HUMAN	49.07	108	52	1	1	324	54	158	1e-33	 122	N/A	Regenerating islet-derived protein 4 OS=Homo sapiens GN=REG4 PE=1 SV=1	N/A
comp45246_c0_seq1	sp|Q9N2D3|PEPC_CALJA	65.36	153	48	3	20	472	1	150	2e-56	 187	N/A	Gastricsin OS=Callithrix jacchus GN=PGC PE=1 SV=1	N/A
comp45249_c0_seq1	sp|Q9I925|FUCL7_ANGJA	53.92	102	44	3	3	305	82	181	2e-30	 112	N/A	Fucolectin-7 OS=Anguilla japonica PE=2 SV=1	N/A
comp45249_c0_seq2	sp|Q9I926|FUCL6_ANGJA	41.89	74	36	2	32	235	36	108	8e-08	50.1	N/A	Fucolectin-6 OS=Anguilla japonica PE=2 SV=1	N/A
comp45322_c0_seq1	sp|Q37711|NU4M_ARTSF	43.08	65	37	0	435	241	287	351	1e-08	56.2	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Artemia franciscana GN=ND4 PE=3 SV=1	N/A
comp45364_c0_seq1	sp|O42350|CO1A2_LITCT	93.33	45	3	0	2	136	927	971	8e-16	75.9	N/A	Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1	N/A
comp45405_c0_seq1	sp|P80646|CTRB_GADMO	59.57	94	36	2	8	286	53	145	5e-29	 109	N/A	Chymotrypsin B OS=Gadus morhua PE=1 SV=1	N/A
comp45406_c0_seq1	sp|P32969|RL9_HUMAN	82.47	97	17	0	13	303	1	97	3e-45	 150	N/A	60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	N/A
comp45468_c0_seq1	sp|O00370|LORF2_HUMAN	93.97	116	7	0	349	2	42	157	7e-68	 226	N/A	LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1	N/A
comp45609_c0_seq1	sp|Q92123|AT1A1_XENLA	95.70	93	4	0	3	281	842	934	9e-57	 192	N/A	Sodium/potassium-transporting ATPase subunit alpha-1 OS=Xenopus laevis GN=atp1a1 PE=2 SV=1	N/A
comp45649_c0_seq1	sp|P84185|ACT5C_ANOGA	100.00	87	0	0	1	261	273	359	2e-56	 184	N/A	Actin-5C OS=Anopheles gambiae GN=Act5C PE=2 SV=1	N/A
comp45669_c0_seq1	sp|Q85PN7|CYB_CROOB	66.67	99	33	0	1	297	278	376	2e-16	77.8	N/A	Cytochrome b OS=Crossarchus obscurus GN=MT-CYB PE=3 SV=1	N/A
comp45758_c0_seq1	sp|P00398|COX1_XENLA	87.66	308	38	0	1	924	4	311	1e-134	 399	N/A	Cytochrome c oxidase subunit 1 OS=Xenopus laevis GN=mt-co1 PE=3 SV=1	N/A
comp45777_c0_seq1	sp|Q36424|NU4M_LOCMI	63.89	36	13	0	163	56	256	291	4e-07	49.7	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Locusta migratoria GN=ND4 PE=3 SV=1	N/A
comp45854_c0_seq1	sp|P14046|A1I3_RAT	48.86	176	76	5	25	510	1103	1278	3e-41	 153	N/A	Alpha-1-inhibitor 3 OS=Rattus norvegicus GN=A1i3 PE=1 SV=1	N/A
comp46091_c0_seq1	sp|Q5XJ10|G3P_DANRE	78.85	52	11	0	1	156	282	333	5e-23	94.7	N/A	Glyceraldehyde-3-phosphate dehydrogenase OS=Danio rerio GN=gapdh PE=2 SV=2	N/A
comp46183_c0_seq1	sp|P10994|ACTS_PLEWA	97.37	114	3	0	3	344	11	124	3e-77	 233	N/A	Actin, alpha skeletal muscle (Fragment) OS=Pleurodeles waltl PE=2 SV=1	N/A
comp46217_c0_seq1	sp|P14448|FIBA_CHICK	50.93	108	50	2	3	317	156	263	5e-27	 110	N/A	Fibrinogen alpha chain OS=Gallus gallus GN=FGA PE=1 SV=4	N/A
comp46251_c0_seq1	sp|Q96DM1|PGBD4_HUMAN	36.36	88	56	0	2	265	167	254	7e-12	64.7	N/A	PiggyBac transposable element-derived protein 4 OS=Homo sapiens GN=PGBD4 PE=2 SV=3	N/A
comp46334_c0_seq1	sp|Q35813|NU5M_STRCA	79.17	96	20	0	5	292	234	329	3e-46	 160	N/A	NADH-ubiquinone oxidoreductase chain 5 OS=Struthio camelus GN=MT-ND5 PE=3 SV=2	N/A
comp46391_c0_seq1	sp|O79410|NU4M_SCYCA	61.26	111	43	0	12	344	52	162	7e-13	68.2	N/A	NADH-ubiquinone oxidoreductase chain 4 OS=Scyliorhinus canicula GN=MTND4 PE=3 SV=1	N/A
comp46401_c0_seq1	sp|P14381|YTX2_XENLA	25.00	212	151	5	10	627	279	488	1e-09	61.2	N/A	Transposon TX1 uncharacterized 149 kDa protein OS=Xenopus laevis PE=4 SV=1	N/A
comp46418_c0_seq1	sp|Q2UVX4|CO3_BOVIN	51.20	125	59	2	3	374	1265	1388	5e-32	 125	N/A	Complement C3 OS=Bos taurus GN=C3 PE=1 SV=2	N/A
comp46451_c0_seq1	sp|P24801|ANX2B_XENLA	86.90	145	19	0	3	437	72	216	9e-86	 261	N/A	Annexin A2-B OS=Xenopus laevis GN=anxa2-b PE=2 SV=3	N/A
comp46451_c0_seq1	sp|P24801|ANX2B_XENLA	31.13	106	70	1	15	323	233	338	1e-08	55.8	N/A	Annexin A2-B OS=Xenopus laevis GN=anxa2-b PE=2 SV=3	N/A
comp46467_c0_seq1	sp|P29314|RS9_RAT	98.73	79	1	0	1	237	100	178	3e-48	 158	N/A	40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4	N/A
comp46467_c0_seq2	sp|P29314|RS9_RAT	98.80	83	1	0	1	249	100	182	2e-50	 165	N/A	40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4	N/A
comp46492_c0_seq1	sp|P63255|CRIP1_RAT	87.50	72	9	0	13	228	1	72	1e-41	 137	N/A	Cysteine-rich protein 1 OS=Rattus norvegicus GN=Crip1 PE=1 SV=2	N/A
comp46555_c0_seq1	sp|P16673|NU2M_LITCT	62.75	102	38	0	5	310	175	276	2e-13	68.6	N/A	NADH-ubiquinone oxidoreductase chain 2 OS=Lithobates catesbeiana GN=MT-ND2 PE=3 SV=1	N/A
comp46565_c0_seq1	sp|P18709|VITA2_XENLA	53.04	115	54	0	6	350	204	318	1e-31	 123	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp46575_c0_seq1	sp|P24049|RL17_RAT	100.00	53	0	0	3	161	132	184	8e-18	77.8	N/A	60S ribosomal protein L17 OS=Rattus norvegicus GN=Rpl17 PE=2 SV=3	N/A
comp46578_c0_seq1	sp|P46782|RS5_HUMAN	97.96	49	1	0	1	147	156	204	6e-25	97.1	N/A	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4	N/A
comp46611_c0_seq1	sp|P83409|FABPL_RHIAE	82.40	125	22	0	41	415	1	125	4e-73	 221	N/A	Fatty acid-binding protein, liver OS=Rhinella arenarum GN=fabp1 PE=1 SV=2	N/A
